date,target,item_id
4/20/2015,33390,Close
4/21/2015,33390,Close
4/22/2015,33360,Close
4/23/2015,33330,Close
4/24/2015,33330,Close
4/25/2015,33220,Close
4/26/2015,33300,Close
4/27/2015,33350,Close
4/28/2015,33380,Close
4/29/2015,33360,Close
4/30/2015,33390,Close
5/1/2015,33390,Close
5/3/2015,33390,Close
5/4/2015,33250,Close
5/5/2015,33270,Close
5/6/2015,33300,Close
5/7/2015,33290,Close
5/8/2015,33300,Close
5/9/2015,33210,Close
5/10/2015,33180,Close
5/11/2015,33160,Close
5/12/2015,33160,Close
5/13/2015,33190,Close
5/14/2015,33200,Close
5/15/2015,33190,Close
5/16/2015,33190,Close
5/17/2015,33100,Close
5/18/2015,33070,Close
5/19/2015,32980,Close
5/20/2015,32830,Close
5/21/2015,32850,Close
5/23/2015,32970,Close
5/24/2015,32950,Close
5/25/2015,32930,Close
5/26/2015,33000,Close
5/27/2015,33000,Close
5/28/2015,32980,Close
5/30/2015,33080,Close
5/31/2015,33190,Close
6/1/2015,33130,Close
6/2/2015,33130,Close
6/6/2015,33110,Close
6/7/2015,33080,Close
6/8/2015,33100,Close
6/9/2015,33080,Close
6/10/2015,33080,Close
6/11/2015,33050,Close
6/13/2015,33040,Close
6/14/2015,32920,Close
6/15/2015,32820,Close
6/16/2015,32850,Close
6/17/2015,32850,Close
6/18/2015,32780,Close
6/20/2015,32710,Close
6/21/2015,32720,Close
6/22/2015,32620,Close
6/23/2015,32660,Close
6/24/2015,32750,Close
6/25/2015,32750,Close
6/27/2015,33030,Close
6/28/2015,33000,Close
6/29/2015,33000,Close
6/30/2015,32990,Close
7/1/2015,33090,Close
7/2/2015,32950,Close
7/4/2015,33040,Close
7/5/2015,32950,Close
7/6/2015,32720,Close
7/7/2015,32480,Close
7/9/2015,32380,Close
7/11/2015,32490,Close
7/12/2015,32500,Close
7/13/2015,32140,Close
7/14/2015,32160,Close
7/15/2015,32180,Close
7/16/2015,32300,Close
7/20/2015,32300,Close
7/21/2015,32350,Close
7/22/2015,32390,Close
7/23/2015,32380,Close
7/25/2015,32570,Close
7/26/2015,32950,Close
7/27/2015,32900,Close
7/28/2015,32980,Close
7/29/2015,33030,Close
7/30/2015,33000,Close
8/1/2015,33140,Close
8/2/2015,33150,Close
8/3/2015,33160,Close
8/4/2015,33240,Close
8/5/2015,33270,Close
8/6/2015,33250,Close
8/8/2015,33380,Close
8/9/2015,33390,Close
8/10/2015,33360,Close
8/12/2015,33460,Close
8/13/2015,33450,Close
8/15/2015,33400,Close
8/16/2015,33410,Close
8/17/2015,33410,Close
8/18/2015,33550,Close
8/19/2015,33460,Close
8/20/2015,33490,Close
8/22/2015,33480,Close
8/23/2015,33500,Close
8/24/2015,33550,Close
8/25/2015,33650,Close
8/26/2015,33630,Close
8/27/2015,33550,Close
8/29/2015,33590,Close
8/30/2015,33670,Close
8/31/2015,33770,Close
9/1/2015,34000,Close
9/2/2015,33980,Close
9/3/2015,33850,Close
9/5/2015,33830,Close
9/6/2015,33970,Close
9/7/2015,33890,Close
9/8/2015,33830,Close
9/9/2015,33850,Close
9/10/2015,33850,Close
9/12/2015,33900,Close
9/13/2015,33980,Close
9/14/2015,34200,Close
9/15/2015,33950,Close
9/16/2015,33930,Close
9/17/2015,33850,Close
9/19/2015,33850,Close
9/20/2015,33830,Close
9/21/2015,33720,Close
9/22/2015,33880,Close
9/23/2015,33850,Close
9/26/2015,33840,Close
9/27/2015,33930,Close
9/28/2015,33920,Close
9/29/2015,34090,Close
9/30/2015,34090,Close
10/1/2015,34050,Close
10/3/2015,34090,Close
10/4/2015,33950,Close
10/5/2015,33990,Close
10/6/2015,33990,Close
10/7/2015,33990,Close
10/8/2015,33980,Close
10/10/2015,33980,Close
10/11/2015,33900,Close
10/12/2015,33890,Close
10/13/2015,33880,Close
10/14/2015,33890,Close
10/15/2015,33880,Close
10/17/2015,33870,Close
10/18/2015,33870,Close
10/19/2015,33810,Close
10/20/2015,33810,Close
10/21/2015,33830,Close
10/22/2015,33850,Close
10/25/2015,33850,Close
10/26/2015,33880,Close
10/27/2015,33890,Close
10/28/2015,33900,Close
10/29/2015,33890,Close
10/31/2015,33890,Close
11/1/2015,33950,Close
11/2/2015,33940,Close
11/3/2015,33940,Close
11/4/2015,33930,Close
11/5/2015,33890,Close
11/7/2015,33930,Close
11/8/2015,33950,Close
11/9/2015,33960,Close
11/10/2015,33950,Close
11/11/2015,33940,Close
11/12/2015,33930,Close
11/14/2015,33990,Close
11/15/2015,33940,Close
11/16/2015,33940,Close
11/17/2015,33940,Close
11/18/2015,33930,Close
11/19/2015,33930,Close
11/21/2015,33930,Close
11/22/2015,33940,Close
11/23/2015,33940,Close
11/24/2015,33980,Close
11/25/2015,33990,Close
11/26/2015,33920,Close
11/27/2015,33930,Close
11/28/2015,33990,Close
11/29/2015,33990,Close
11/30/2015,33990,Close
12/1/2015,33990,Close
12/3/2015,33970,Close
12/5/2015,33970,Close
12/6/2015,33970,Close
12/7/2015,33960,Close
12/8/2015,33960,Close
12/9/2015,33950,Close
12/13/2015,33940,Close
12/14/2015,33940,Close
12/15/2015,33940,Close
12/16/2015,33970,Close
12/17/2015,33890,Close
12/19/2015,33800,Close
12/20/2015,33850,Close
12/21/2015,33840,Close
12/22/2015,33860,Close
12/23/2015,33870,Close
12/24/2015,33880,Close
12/26/2015,33850,Close
12/27/2015,33800,Close
12/28/2015,33800,Close
12/30/2015,33830,Close
12/31/2015,33870,Close
1/2/2016,33840,Close
1/3/2016,33840,Close
1/4/2016,33890,Close
1/5/2016,33940,Close
1/6/2016,33940,Close
1/7/2016,33940,Close
1/9/2016,33990,Close
1/10/2016,33950,Close
1/11/2016,33890,Close
1/12/2016,33880,Close
1/13/2016,33870,Close
1/14/2016,33850,Close
1/16/2016,33840,Close
1/17/2016,33840,Close
1/18/2016,33840,Close
1/19/2016,33830,Close
1/20/2016,33840,Close
1/21/2016,33830,Close
1/23/2016,33870,Close
1/24/2016,33870,Close
1/25/2016,33850,Close
1/26/2016,33850,Close
1/27/2016,33840,Close
1/28/2016,33840,Close
1/30/2016,33820,Close
1/31/2016,33840,Close
2/1/2016,33830,Close
2/2/2016,33830,Close
2/3/2016,33820,Close
2/4/2016,33820,Close
2/6/2016,33810,Close
2/7/2016,33800,Close
2/8/2016,33800,Close
2/9/2016,33800,Close
2/10/2016,33800,Close
2/13/2016,33800,Close
2/14/2016,33800,Close
2/15/2016,33840,Close
2/16/2016,34430,Close
2/17/2016,34620,Close
2/18/2016,34710,Close
2/20/2016,34450,Close
2/21/2016,34500,Close
2/22/2016,34540,Close
2/23/2016,34650,Close
2/24/2016,34680,Close
2/25/2016,34750,Close
2/27/2016,34850,Close
2/28/2016,34550,Close
2/29/2016,34550,Close
3/1/2016,34540,Close
3/2/2016,34540,Close
3/3/2016,34450,Close
3/5/2016,34250,Close
3/6/2016,34340,Close
3/7/2016,34260,Close
3/8/2016,34080,Close
3/9/2016,34240,Close
3/10/2016,34370,Close
3/12/2016,34270,Close
3/14/2016,34180,Close
3/15/2016,34290,Close
3/16/2016,34300,Close
3/17/2016,34250,Close
3/26/2016,34680,Close
3/27/2016,34660,Close
3/29/2016,35130,Close
3/30/2016,34820,Close
3/31/2016,34850,Close
4/2/2016,34750,Close
4/3/2016,34490,Close
4/4/2016,34500,Close
4/5/2016,34760,Close
4/6/2016,34700,Close
4/7/2016,34650,Close
4/8/2016,34650,Close
4/9/2016,34690,Close
4/10/2016,34720,Close
4/11/2016,34700,Close
4/12/2016,34690,Close
4/13/2016,34660,Close
4/14/2016,34620,Close
4/16/2016,34640,Close
4/17/2016,34550,Close
4/18/2016,34510,Close
4/19/2016,34640,Close
4/20/2016,34580,Close
4/23/2016,34590,Close
4/24/2016,34690,Close
4/25/2016,34670,Close
4/26/2016,34600,Close
4/27/2016,34600,Close
4/28/2016,34570,Close
4/30/2016,34550,Close
5/1/2016,34510,Close
5/2/2016,34500,Close
5/3/2016,34470,Close
5/4/2016,34430,Close
5/7/2016,34440,Close
5/8/2016,34460,Close
5/9/2016,34450,Close
5/10/2016,34500,Close
5/11/2016,34490,Close
5/12/2016,34430,Close
5/14/2016,34400,Close
5/15/2016,34420,Close
5/16/2016,34390,Close
5/17/2016,34370,Close
5/18/2016,34370,Close
5/19/2016,34370,Close
5/21/2016,34390,Close
5/23/2016,34490,Close
5/24/2016,34550,Close
5/25/2016,34540,Close
5/26/2016,34550,Close
5/28/2016,34790,Close
5/29/2016,34700,Close
5/30/2016,34630,Close
5/31/2016,34650,Close
6/1/2016,34650,Close
6/2/2016,34710,Close
6/3/2016,34710,Close
6/4/2016,34710,Close
6/5/2016,34670,Close
6/6/2016,34530,Close
6/7/2016,34550,Close
6/8/2016,34580,Close
6/9/2016,34600,Close
6/11/2016,34610,Close
6/12/2016,34600,Close
6/13/2016,34530,Close
6/14/2016,34590,Close
6/15/2016,34600,Close
6/16/2016,34550,Close
6/18/2016,34540,Close
6/19/2016,34540,Close
6/20/2016,34550,Close
6/21/2016,34600,Close
6/22/2016,34630,Close
6/25/2016,34610,Close
6/26/2016,34850,Close
6/28/2016,34890,Close
6/29/2016,35190,Close
6/30/2016,35290,Close
7/2/2016,35160,Close
7/3/2016,34790,Close
7/4/2016,34870,Close
7/5/2016,34870,Close
7/9/2016,34830,Close
7/10/2016,34970,Close
7/11/2016,35010,Close
7/12/2016,35120,Close
7/13/2016,35010,Close
7/14/2016,35040,Close
7/16/2016,35110,Close
7/17/2016,35120,Close
7/18/2016,35150,Close
7/19/2016,35190,Close
7/20/2016,35130,Close
7/21/2016,35030,Close
7/23/2016,35090,Close
7/24/2016,35170,Close
7/25/2016,35110,Close
7/26/2016,35180,Close
7/27/2016,35180,Close
7/28/2016,35440,Close
7/31/2016,35380,Close
8/1/2016,35280,Close
8/2/2016,35400,Close
8/3/2016,35310,Close
8/4/2016,35170,Close
8/6/2016,35270,Close
8/7/2016,35330,Close
8/8/2016,35400,Close
8/9/2016,35450,Close
8/10/2016,35350,Close
8/11/2016,35380,Close
8/12/2016,35280,Close
8/13/2016,35520,Close
8/14/2016,35310,Close
8/15/2016,35430,Close
8/16/2016,35430,Close
8/17/2016,35420,Close
8/18/2016,35450,Close
8/20/2016,35120,Close
8/21/2016,35270,Close
8/22/2016,35470,Close
8/23/2016,35420,Close
8/24/2016,35430,Close
8/25/2016,35300,Close
8/27/2016,35560,Close
8/28/2016,35500,Close
8/29/2016,35550,Close
8/30/2016,35550,Close
8/31/2016,35550,Close
9/1/2016,35570,Close
9/3/2016,35590,Close
9/4/2016,35650,Close
9/5/2016,35520,Close
9/6/2016,35550,Close
9/7/2016,35540,Close
9/8/2016,35570,Close
9/10/2016,35450,Close
9/11/2016,35500,Close
9/13/2016,35610,Close
9/14/2016,35630,Close
9/15/2016,35720,Close
9/17/2016,35620,Close
9/18/2016,35600,Close
9/19/2016,35520,Close
9/21/2016,35600,Close
9/22/2016,35540,Close
9/24/2016,35630,Close
9/25/2016,35680,Close
9/26/2016,35700,Close
9/27/2016,35730,Close
9/28/2016,35610,Close
9/29/2016,35800,Close
10/1/2016,35830,Close
10/2/2016,35770,Close
10/3/2016,35810,Close
10/4/2016,35860,Close
10/5/2016,35870,Close
10/6/2016,35720,Close
10/8/2016,35850,Close
10/9/2016,35810,Close
10/10/2016,35850,Close
10/13/2016,35850,Close
10/15/2016,35880,Close
10/16/2016,35880,Close
10/17/2016,35850,Close
10/18/2016,35830,Close
10/19/2016,35850,Close
10/20/2016,35850,Close
10/22/2016,35880,Close
10/23/2016,35910,Close
10/24/2016,35950,Close
10/25/2016,35680,Close
10/26/2016,36050,Close
10/27/2016,36180,Close
10/29/2016,36080,Close
10/30/2016,36110,Close
10/31/2016,36190,Close
11/1/2016,36270,Close
11/2/2016,36230,Close
11/3/2016,36200,Close
11/5/2016,36230,Close
11/6/2016,36290,Close
11/7/2016,36250,Close
11/8/2016,36400,Close
11/9/2016,36480,Close
11/10/2016,36570,Close
11/12/2016,36480,Close
11/13/2016,36550,Close
11/14/2016,36680,Close
11/15/2016,36680,Close
11/16/2016,36740,Close
11/17/2016,36850,Close
11/19/2016,36810,Close
11/21/2016,36730,Close
11/22/2016,36770,Close
11/23/2016,37030,Close
11/24/2016,37180,Close
11/26/2016,37460,Close
11/27/2016,37910,Close
11/29/2016,38710,Close
12/1/2016,38290,Close
12/3/2016,38020,Close
12/4/2016,38950,Close
12/5/2016,38960,Close
12/6/2016,38880,Close
12/7/2016,38760,Close
12/8/2016,38990,Close
12/10/2016,38990,Close
12/11/2016,38910,Close
12/12/2016,38680,Close
12/13/2016,38970,Close
12/14/2016,39140,Close
12/15/2016,39280,Close
12/18/2016,39280,Close
12/19/2016,39170,Close
12/20/2016,39180,Close
12/21/2016,39780,Close
12/22/2016,39850,Close
12/24/2016,39880,Close
12/25/2016,40660,Close
12/26/2016,40720,Close
12/27/2016,41210,Close
12/28/2016,40750,Close
12/29/2016,40290,Close
12/31/2016,39480,Close
1/1/2017,38350,Close
1/2/2017,38790,Close
1/3/2017,39140,Close
1/4/2017,39000,Close
1/5/2017,39030,Close
1/7/2017,39040,Close
1/8/2017,39450,Close
1/9/2017,39650,Close
1/11/2017,39790,Close
1/12/2017,39790,Close
1/14/2017,39510,Close
1/15/2017,39440,Close
1/16/2017,39140,Close
1/17/2017,38340,Close
1/18/2017,38200,Close
1/19/2017,38240,Close
1/21/2017,38080,Close
1/22/2017,38330,Close
1/23/2017,38500,Close
1/24/2017,38540,Close
1/25/2017,38600,Close
1/26/2017,38580,Close
1/28/2017,38590,Close
1/29/2017,38510,Close
1/30/2017,38230,Close
1/31/2017,38210,Close
2/1/2017,38260,Close
2/2/2017,38240,Close
2/4/2017,38430,Close
2/5/2017,38520,Close
2/6/2017,38470,Close
2/7/2017,38360,Close
2/8/2017,38260,Close
2/9/2017,38260,Close
2/11/2017,38290,Close
2/12/2017,38230,Close
2/13/2017,38140,Close
2/14/2017,38080,Close
2/15/2017,38150,Close
2/16/2017,38110,Close
2/18/2017,38020,Close
2/19/2017,37930,Close
2/20/2017,37900,Close
2/21/2017,37870,Close
2/22/2017,37800,Close
2/23/2017,37800,Close
2/25/2017,37780,Close
2/26/2017,37810,Close
2/27/2017,37790,Close
2/28/2017,37790,Close
3/1/2017,37840,Close
3/2/2017,37830,Close
3/4/2017,37810,Close
3/5/2017,37740,Close
3/6/2017,37610,Close
3/7/2017,37460,Close
3/8/2017,37240,Close
3/9/2017,37490,Close
3/11/2017,37590,Close
3/12/2017,37490,Close
3/13/2017,37500,Close
3/14/2017,37630,Close
3/15/2017,37950,Close
3/16/2017,37570,Close
3/18/2017,37480,Close
3/21/2017,37480,Close
3/23/2017,37480,Close
3/25/2017,37670,Close
3/26/2017,37540,Close
3/27/2017,37640,Close
3/28/2017,37660,Close
3/29/2017,37520,Close
3/30/2017,37400,Close
4/3/2017,37690,Close
4/4/2017,37530,Close
4/5/2017,37650,Close
4/6/2017,37610,Close
4/8/2017,37610,Close
4/9/2017,37630,Close
4/10/2017,37630,Close
4/12/2017,37630,Close
4/13/2017,37590,Close
4/15/2017,37600,Close
4/16/2017,37550,Close
4/17/2017,37550,Close
4/18/2017,37500,Close
4/19/2017,37490,Close
4/20/2017,37480,Close
4/22/2017,37490,Close
4/23/2017,37530,Close
4/24/2017,37530,Close
4/26/2017,37600,Close
4/27/2017,37620,Close
4/29/2017,37730,Close
4/30/2017,37730,Close
5/1/2017,37670,Close
5/2/2017,37620,Close
5/3/2017,37650,Close
5/4/2017,37700,Close
5/6/2017,37630,Close
5/7/2017,37590,Close
5/8/2017,37570,Close
5/9/2017,37540,Close
5/10/2017,37570,Close
5/11/2017,37590,Close
5/13/2017,37590,Close
5/14/2017,37560,Close
5/15/2017,37540,Close
5/16/2017,37550,Close
5/17/2017,37710,Close
5/18/2017,37670,Close
5/20/2017,37410,Close
5/21/2017,37400,Close
5/22/2017,37350,Close
5/23/2017,37530,Close
5/24/2017,37480,Close
5/25/2017,37430,Close
5/27/2017,37430,Close
5/28/2017,37370,Close
5/29/2017,37380,Close
5/30/2017,37360,Close
5/31/2017,37340,Close
6/1/2017,37340,Close
6/3/2017,37320,Close
6/4/2017,37330,Close
6/6/2017,37300,Close
6/7/2017,37380,Close
6/8/2017,37370,Close
6/10/2017,37360,Close
6/11/2017,37350,Close
6/12/2017,37300,Close
6/13/2017,37270,Close
6/14/2017,37300,Close
6/15/2017,37310,Close
6/17/2017,37320,Close
6/18/2017,37500,Close
6/19/2017,37500,Close
6/20/2017,37450,Close
6/21/2017,37420,Close
6/22/2017,37440,Close
6/24/2017,37570,Close
6/25/2017,37540,Close
6/27/2017,37540,Close
6/28/2017,37590,Close
6/29/2017,37680,Close
7/1/2017,37890,Close
7/2/2017,37840,Close
7/3/2017,37790,Close
7/4/2017,37800,Close
7/5/2017,37880,Close
7/6/2017,37880,Close
7/8/2017,37890,Close
7/9/2017,37860,Close
7/10/2017,37880,Close
7/11/2017,37930,Close
7/12/2017,37900,Close
7/13/2017,37850,Close
7/15/2017,37820,Close
7/16/2017,37800,Close
7/17/2017,37790,Close
7/18/2017,37780,Close
7/19/2017,37770,Close
7/20/2017,37820,Close
7/22/2017,37760,Close
7/23/2017,37750,Close
7/24/2017,37720,Close
7/25/2017,37790,Close
7/26/2017,38000,Close
7/27/2017,38010,Close
7/29/2017,38070,Close
7/30/2017,38120,Close
7/31/2017,38130,Close
8/1/2017,38190,Close
8/2/2017,38210,Close
8/3/2017,38260,Close
8/6/2017,38210,Close
8/7/2017,38150,Close
8/8/2017,38110,Close
8/9/2017,38110,Close
8/12/2017,38130,Close
8/13/2017,38120,Close
8/14/2017,38130,Close
8/15/2017,38170,Close
8/16/2017,38200,Close
8/17/2017,38200,Close
8/19/2017,38240,Close
8/20/2017,38280,Close
8/21/2017,38300,Close
8/22/2017,38300,Close
8/23/2017,38330,Close
8/24/2017,38380,Close
8/26/2017,38520,Close
8/27/2017,38590,Close
8/28/2017,38580,Close
8/29/2017,38630,Close
8/30/2017,38720,Close
8/31/2017,38740,Close
9/2/2017,38820,Close
9/3/2017,38900,Close
9/4/2017,38790,Close
9/5/2017,38820,Close
9/6/2017,38940,Close
9/7/2017,39040,Close
9/10/2017,39000,Close
9/11/2017,39000,Close
9/12/2017,39140,Close
9/13/2017,39200,Close
9/14/2017,39100,Close
9/16/2017,39040,Close
9/17/2017,38980,Close
9/18/2017,38970,Close
9/19/2017,38920,Close
9/20/2017,38930,Close
9/21/2017,38920,Close
9/23/2017,38930,Close
9/24/2017,38920,Close
9/25/2017,39000,Close
9/26/2017,39060,Close
9/27/2017,39070,Close
9/28/2017,39110,Close
10/2/2017,39160,Close
10/3/2017,39300,Close
10/4/2017,39370,Close
10/5/2017,39480,Close
10/7/2017,39710,Close
10/8/2017,39780,Close
10/9/2017,40410,Close
10/10/2017,40240,Close
10/11/2017,40160,Close
10/12/2017,40170,Close
10/14/2017,39970,Close
10/15/2017,40070,Close
10/16/2017,40080,Close
10/17/2017,40190,Close
10/18/2017,40210,Close
10/19/2017,40170,Close
10/21/2017,40130,Close
10/22/2017,40110,Close
10/23/2017,40180,Close
10/24/2017,40300,Close
10/25/2017,40280,Close
10/26/2017,40320,Close
10/28/2017,40600,Close
10/29/2017,40690,Close
10/30/2017,40550,Close
10/31/2017,40520,Close
11/1/2017,40580,Close
11/2/2017,40540,Close
11/4/2017,40540,Close
11/5/2017,40660,Close
11/6/2017,40720,Close
11/7/2017,40700,Close
11/8/2017,40740,Close
11/11/2017,40830,Close
11/12/2017,40990,Close
11/13/2017,41360,Close
11/14/2017,41220,Close
11/15/2017,41010,Close
11/16/2017,41000,Close
11/18/2017,40960,Close
11/20/2017,40940,Close
11/21/2017,40930,Close
11/22/2017,41210,Close
11/23/2017,41240,Close
11/25/2017,41270,Close
11/26/2017,41180,Close
11/27/2017,41180,Close
11/28/2017,41270,Close
11/29/2017,41360,Close
11/30/2017,41390,Close
12/2/2017,41550,Close
12/3/2017,41640,Close
12/4/2017,41860,Close
12/5/2017,42020,Close
12/7/2017,41950,Close
12/9/2017,42030,Close
12/10/2017,42070,Close
12/11/2017,42110,Close
12/12/2017,42200,Close
12/13/2017,42190,Close
12/14/2017,42110,Close
12/16/2017,41900,Close
12/17/2017,41830,Close
12/18/2017,41810,Close
12/19/2017,41970,Close
12/20/2017,41860,Close
12/21/2017,41940,Close
12/23/2017,41860,Close
12/24/2017,41940,Close
12/25/2017,41790,Close
12/26/2017,41890,Close
12/27/2017,41890,Close
12/28/2017,42030,Close
12/30/2017,42350,Close
12/31/2017,42880,Close
1/1/2018,42880,Close
1/2/2018,43390,Close
1/3/2018,43740,Close
1/4/2018,43240,Close
1/6/2018,43320,Close
1/7/2018,43530,Close
1/8/2018,43950,Close
1/9/2018,43660,Close
1/10/2018,44010,Close
1/11/2018,44150,Close
1/13/2018,44110,Close
1/14/2018,44260,Close
1/15/2018,44210,Close
1/16/2018,44290,Close
1/17/2018,44480,Close
1/18/2018,44580,Close
1/20/2018,45330,Close
1/21/2018,45970,Close
1/22/2018,45790,Close
1/23/2018,45800,Close
1/24/2018,45660,Close
1/25/2018,45330,Close
1/27/2018,45160,Close
1/28/2018,45680,Close
1/29/2018,45500,Close
1/30/2018,45670,Close
1/31/2018,46450,Close
2/1/2018,46470,Close
2/3/2018,47040,Close
2/4/2018,47440,Close
2/5/2018,46760,Close
2/6/2018,46900,Close
2/7/2018,45450,Close
2/8/2018,46700,Close
2/10/2018,47250,Close
2/11/2018,47270,Close
2/12/2018,48490,Close
2/13/2018,48770,Close
2/14/2018,48170,Close
2/15/2018,47380,Close
2/17/2018,46970,Close
2/18/2018,46090,Close
2/19/2018,45750,Close
2/21/2018,45180,Close
2/22/2018,44930,Close
2/24/2018,44780,Close
2/25/2018,44760,Close
2/26/2018,44780,Close
2/27/2018,44720,Close
2/28/2018,44710,Close
3/1/2018,44700,Close
3/2/2018,44690,Close
3/3/2018,47080,Close
3/4/2018,47700,Close
3/5/2018,47690,Close
3/6/2018,47750,Close
3/7/2018,47880,Close
3/8/2018,47860,Close
3/9/2018,47890,Close
3/10/2018,47960,Close
3/11/2018,48030,Close
3/12/2018,48260,Close
3/13/2018,48160,Close
3/14/2018,48510,Close
3/15/2018,48490,Close
3/16/2018,48650,Close
3/17/2018,48310,Close
3/18/2018,48190,Close
3/19/2018,48570,Close
3/20/2018,48990,Close
3/24/2018,49210,Close
3/25/2018,49910,Close
3/26/2018,51030,Close
3/27/2018,50490,Close
3/28/2018,50460,Close
3/29/2018,50450,Close
3/30/2018,51020,Close
3/31/2018,50800,Close
4/1/2018,50290,Close
4/2/2018,50800,Close
4/3/2018,50540,Close
4/4/2018,50560,Close
4/5/2018,50940,Close
4/7/2018,51710,Close
4/8/2018,56600,Close
4/9/2018,58650,Close
4/11/2018,42000,Close
4/18/2018,55920,Close
4/19/2018,55740,Close
4/20/2018,56130,Close
4/21/2018,56330,Close
4/22/2018,55870,Close
4/23/2018,55290,Close
4/24/2018,54500,Close
4/25/2018,55470,Close
4/26/2018,56350,Close
4/28/2018,57110,Close
4/29/2018,58540,Close
5/3/2018,61170,Close
5/4/2018,61160,Close
5/5/2018,63830,Close
5/6/2018,63500,Close
5/7/2018,59230,Close
5/8/2018,63900,Close
5/9/2018,65710,Close
5/10/2018,66530,Close
5/11/2018,66900,Close
5/12/2018,65970,Close
5/13/2018,64550,Close
5/14/2018,63300,Close
5/15/2018,64140,Close
5/16/2018,61520,Close
5/17/2018,62740,Close
5/18/2018,62640,Close
5/19/2018,61380,Close
5/20/2018,62010,Close
5/21/2018,63330,Close
5/22/2018,63870,Close
5/23/2018,63640,Close
5/24/2018,63440,Close
5/25/2018,63670,Close
5/26/2018,63970,Close
5/27/2018,63630,Close
5/28/2018,63530,Close
5/29/2018,62920,Close
5/30/2018,64380,Close
5/31/2018,64640,Close
6/1/2018,65020,Close
6/2/2018,63900,Close
6/3/2018,64390,Close
6/4/2018,64250,Close
6/5/2018,65210,Close
6/6/2018,65090,Close
6/7/2018,65030,Close
6/8/2018,64390,Close
6/9/2018,67350,Close
6/10/2018,65760,Close
6/11/2018,67810,Close
6/12/2018,70350,Close
6/13/2018,70080,Close
6/14/2018,67690,Close
6/15/2018,68670,Close
6/16/2018,69320,Close
6/17/2018,70310,Close
6/18/2018,70540,Close
6/19/2018,72270,Close
6/20/2018,74000,Close
6/21/2018,74910,Close
6/23/2018,75060,Close
6/24/2018,87050,Close
6/25/2018,81550,Close
6/26/2018,78910,Close
6/27/2018,79740,Close
6/28/2018,82280,Close
6/29/2018,82280,Close
6/30/2018,79750,Close
7/1/2018,83580,Close
7/2/2018,83310,Close
7/3/2018,81600,Close
7/4/2018,80140,Close
7/5/2018,78470,Close
7/6/2018,80370,Close
7/7/2018,80190,Close
7/8/2018,79860,Close
7/9/2018,79460,Close
7/10/2018,77850,Close
7/12/2018,78160,Close
7/13/2018,78220,Close
7/14/2018,79610,Close
7/15/2018,80740,Close
7/16/2018,79190,Close
7/17/2018,81950,Close
7/18/2018,81340,Close
7/19/2018,81960,Close
7/20/2018,81490,Close
7/21/2018,86500,Close
7/22/2018,88970,Close
7/23/2018,93700,Close
7/24/2018,94060,Close
7/25/2018,91550,Close
7/26/2018,93160,Close
7/27/2018,94560,Close
7/28/2018,96940,Close
7/29/2018,116500,Close
7/30/2018,114700,Close
7/31/2018,105410,Close
8/1/2018,105980,Close
8/2/2018,112960,Close
8/3/2018,105770,Close
8/4/2018,101480,Close
8/5/2018,98170,Close
8/6/2018,95960,Close
8/7/2018,89760,Close
8/8/2018,102540,Close
8/9/2018,103360,Close
8/10/2018,109430,Close
8/11/2018,104280,Close
8/12/2018,100850,Close
8/13/2018,106260,Close
8/14/2018,105550,Close
8/15/2018,105030,Close
8/16/2018,107090,Close
8/17/2018,107120,Close
8/18/2018,103300,Close
8/19/2018,103050,Close
8/20/2018,104140,Close
8/21/2018,105840,Close
8/22/2018,105460,Close
8/23/2018,105090,Close
8/24/2018,102790,Close
8/25/2018,104390,Close
8/26/2018,105430,Close
8/27/2018,107150,Close
8/28/2018,110610,Close
8/29/2018,110110,Close
8/30/2018,110350,Close
8/31/2018,109970,Close
9/1/2018,111890,Close
9/2/2018,119770,Close
9/4/2018,136840,Close
9/5/2018,136890,Close
9/6/2018,135110,Close
9/8/2018,134470,Close
9/9/2018,129630,Close
9/10/2018,138160,Close
9/11/2018,135330,Close
9/12/2018,137160,Close
9/13/2018,137600,Close
11/15/2018,118400,Close
11/17/2018,118200,Close
11/18/2018,120870,Close
11/19/2018,127220,Close
11/20/2018,128400,Close
11/21/2018,127910,Close
11/22/2018,127710,Close
11/24/2018,127250,Close
11/26/2018,123350,Close
11/27/2018,123030,Close
11/28/2018,121150,Close
11/29/2018,112450,Close
12/1/2018,113580,Close
12/2/2018,121100,Close
12/3/2018,114300,Close
12/4/2018,113670,Close
12/5/2018,113520,Close
12/6/2018,113030,Close
12/8/2018,115170,Close
12/9/2018,112410,Close
12/10/2018,107900,Close
12/11/2018,108190,Close
12/12/2018,97100,Close
12/13/2018,101300,Close
12/15/2018,101350,Close
12/16/2018,99500,Close
12/17/2018,99400,Close
12/18/2018,99400,Close
12/19/2018,99900,Close
12/20/2018,99700,Close
12/22/2018,99900,Close
12/24/2018,101000,Close
12/25/2018,105000,Close
12/26/2018,112000,Close
12/27/2018,107500,Close
12/29/2018,103000,Close
12/30/2018,107000,Close
12/31/2018,108000,Close
1/1/2019,105000,Close
1/2/2019,104500,Close
1/3/2019,106000,Close
1/5/2019,105900,Close
1/6/2019,105500,Close
1/7/2019,107000,Close
1/8/2019,109000,Close
1/9/2019,108800,Close
1/10/2019,108900,Close
1/12/2019,113000,Close
1/13/2019,114000,Close
1/15/2019,112500,Close
